编号,精灵名称,来源,习得等级,技能属性,技能名,能耗,类别,威力
NO020,岚鸟,血脉技能,,水,泡沫,1,物攻,60
NO020,岚鸟,血脉技能,,翼,风矢,2,物攻,80
NO020,岚鸟,可学技能石,,普通,以重制重,3,物攻,0
NO020,岚鸟,可学技能石,,普通,伺机而动,1,状态,0
NO020,岚鸟,可学技能石,,普通,借用,0,状态,0
NO020,岚鸟,可学技能石,,普通,偷袭,3,物攻,85
NO020,岚鸟,可学技能石,,草,抽枝,4,物攻,90
NO020,岚鸟,可学技能石,,恶,撕咬,3,物攻,30
NO020,岚鸟,可学技能石,,普通,有效预防,1,防御,0
NO020,岚鸟,可学技能石,,水,水刃,4,物攻,115
NO020,岚鸟,可学技能石,,水,水幕冲击,3,物攻,100
NO020,岚鸟,可学技能石,,水,潮涌,2,物攻,80
NO020,岚鸟,可学技能石,,普通,热身运动,2,状态,0
NO020,岚鸟,可学技能石,,翼,疾风刺,2,物攻,25
NO020,岚鸟,可学技能石,,草,移花接木,2,状态,0
NO020,岚鸟,可学技能石,,草,筛管奔流,3,物攻,80
NO020,岚鸟,可学技能石,,水,蓄水,1,状态,0
NO020,岚鸟,精灵技能,LV1,翼,啄击,0,物攻,15
NO020,岚鸟,精灵技能,LV1,普通,力量增效,1,状态,0
NO020,岚鸟,精灵技能,LV8,普通,先发制人,2,物攻,55
NO020,岚鸟,精灵技能,LV13,翼,乘风,2,状态,0
NO020,岚鸟,精灵技能,LV23,普通,防御,1,防御,0
NO020,岚鸟,精灵技能,LV28,翼,扇风,3,物攻,75
NO020,岚鸟,精灵技能,LV34,翼,羽化加速,2,状态,0
NO020,岚鸟,精灵技能,LV35,翼,闪击,4,物攻,60
NO020,岚鸟,精灵技能,LV37,翼,风起,4,状态,0
NO020,岚鸟,精灵技能,LV40,翼,俯冲猛击,5,物攻,140
NO020,岚鸟,精灵技能,LV41,普通,快速移动,1,状态,0
NO020,岚鸟,精灵技能,LV42,翼,羽刃,2,物攻,75
NO020,岚鸟,精灵技能,LV47,翼,龙卷风,5,物攻,70
NO020,岚鸟,血脉技能,,普通,星星撞击,2,魔攻,90
NO020,岚鸟,血脉技能,,恶,恶能量,1,物攻,60
NO020,岚鸟,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO020,岚鸟,血脉技能,,电,球状闪电,1,物攻,60
NO020,岚鸟,血脉技能,,武,缠丝劲,1,物攻,25
NO020,岚鸟,血脉技能,,火,火焰箭,2,物攻,80
NO020,岚鸟,血脉技能,,幽,灵媒,3,魔攻,100
NO020,岚鸟,血脉技能,,草,花香,1,魔攻,60
NO020,岚鸟,血脉技能,,冰,冰爪,2,物攻,80
NO020,岚鸟,血脉技能,,虫,噬心,1,物攻,60
NO020,岚鸟,血脉技能,,光,透射,1,物攻,60
NO020,岚鸟,血脉技能,,机械,械斗,1,物攻,45
NO020,岚鸟,血脉技能,,萌,碰爪,1,物攻,60
NO020,岚鸟,血脉技能,,幻,星云漩涡,1,物攻,60
NO020,岚鸟,血脉技能,,地,跺地,2,物攻,80
NO020,岚鸟,血脉技能,,毒,毒沼,2,物攻,80
NO020,岚鸟,血脉技能,,水,泡沫,1,物攻,60
NO020,岚鸟,血脉技能,,翼,风矢,2,物攻,80
NO020,岚鸟,可学技能石,,普通,以重制重,3,物攻,0
NO020,岚鸟,可学技能石,,普通,伺机而动,1,状态,0
NO020,岚鸟,可学技能石,,普通,借用,0,状态,0
NO020,岚鸟,可学技能石,,普通,偷袭,3,物攻,85
NO020,岚鸟,可学技能石,,火,怒火,1,状态,0
NO020,岚鸟,可学技能石,,恶,撕咬,3,物攻,30
NO020,岚鸟,可学技能石,,普通,有效预防,1,防御,0
NO020,岚鸟,可学技能石,,水,水刃,4,物攻,115
NO020,岚鸟,可学技能石,,水,水幕冲击,3,物攻,100
NO020,岚鸟,可学技能石,,水,潮涌,2,物攻,80
NO020,岚鸟,可学技能石,,普通,热身运动,2,状态,0
NO020,岚鸟,可学技能石,,翼,疾风刺,2,物攻,25
NO020,岚鸟,可学技能石,,水,蓄水,1,状态,0
NO020,岚鸟,可学技能石,,火,闪燃,1,物攻,40
NO020,岚鸟,可学技能石,,火,高温回火,2,魔攻,40
NO020,岚鸟,精灵技能,LV1,翼,啄击,0,物攻,15
NO020,岚鸟,精灵技能,LV1,普通,力量增效,1,状态,0
NO020,岚鸟,精灵技能,LV6,普通,先发制人,2,物攻,55
NO020,岚鸟,精灵技能,LV8,翼,乘风,2,状态,0
NO020,岚鸟,精灵技能,LV10,普通,防御,1,防御,0
NO020,岚鸟,精灵技能,LV12,翼,扇风,3,物攻,75
NO020,岚鸟,精灵技能,LV16,翼,羽化加速,2,状态,0
NO020,岚鸟,精灵技能,LV27,翼,闪击,4,物攻,60
NO020,岚鸟,精灵技能,LV34,翼,风起,4,状态,0
NO020,岚鸟,精灵技能,LV35,翼,俯冲猛击,5,物攻,140
NO020,岚鸟,精灵技能,LV37,普通,快速移动,1,状态,0
NO020,岚鸟,精灵技能,LV38,翼,羽刃,2,物攻,75
NO020,岚鸟,精灵技能,LV46,翼,龙卷风,5,物攻,70
NO020,岚鸟,血脉技能,,普通,星星撞击,2,魔攻,90
NO020,岚鸟,血脉技能,,恶,恶能量,1,物攻,60
NO020,岚鸟,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO020,岚鸟,血脉技能,,电,球状闪电,1,物攻,60
NO020,岚鸟,血脉技能,,武,缠丝劲,1,物攻,25
NO020,岚鸟,血脉技能,,火,火焰冲锋,1,物攻,60
NO020,岚鸟,血脉技能,,幽,灵媒,3,魔攻,100
NO020,岚鸟,血脉技能,,草,花香,1,魔攻,60
NO020,岚鸟,血脉技能,,冰,冰爪,2,物攻,80
NO020,岚鸟,血脉技能,,虫,噬心,1,物攻,60
NO020,岚鸟,血脉技能,,光,透射,1,物攻,60
NO020,岚鸟,血脉技能,,机械,械斗,1,物攻,45
NO020,岚鸟,血脉技能,,萌,碰爪,1,物攻,60
NO020,岚鸟,血脉技能,,幻,星云漩涡,1,物攻,60
NO020,岚鸟,血脉技能,,地,跺地,2,物攻,80
NO020,岚鸟,血脉技能,,毒,毒沼,2,物攻,80
NO020,岚鸟,血脉技能,,水,泡沫,1,物攻,60
NO020,岚鸟,血脉技能,,翼,风矢,2,物攻,80
NO020,岚鸟,可学技能石,,普通,以重制重,3,物攻,0
NO020,岚鸟,可学技能石,,普通,伺机而动,1,状态,0
NO020,岚鸟,可学技能石,,普通,借用,0,状态,0
NO020,岚鸟,可学技能石,,普通,偷袭,3,物攻,85
NO020,岚鸟,可学技能石,,恶,撕咬,3,物攻,30
NO020,岚鸟,可学技能石,,普通,有效预防,1,防御,0
NO020,岚鸟,可学技能石,,水,水刃,4,物攻,115
NO020,岚鸟,可学技能石,,水,水幕冲击,3,物攻,100
NO020,岚鸟,可学技能石,,地,泥浆铠甲,2,状态,0
NO020,岚鸟,可学技能石,,水,潮涌,2,物攻,80
NO020,岚鸟,可学技能石,,普通,热身运动,2,状态,0
NO020,岚鸟,可学技能石,,翼,疾风刺,2,物攻,25
NO020,岚鸟,可学技能石,,地,石肤术,3,状态,0
NO020,岚鸟,可学技能石,,水,蓄水,1,状态,0
NO020,岚鸟,可学技能石,,地,震击,3,物攻,80
NO024,石肤蜥,精灵技能,LV1,普通,防御,1,防御,0
NO024,石肤蜥,精灵技能,LV1,地,泥巴喷射,1,魔攻,60
NO024,石肤蜥,精灵技能,LV7,地,石肤术,3,状态,0
NO024,石肤蜥,精灵技能,LV13,普通,音波弹,1,魔攻,60
NO024,石肤蜥,精灵技能,LV16,地,钧势,3,状态,0
NO024,石肤蜥,精灵技能,LV21,地,落石,1,物攻,55
NO024,石肤蜥,精灵技能,LV29,地,硬化,2,防御,0
NO024,石肤蜥,精灵技能,LV35,地,陨石,3,魔攻,100
NO024,石肤蜥,精灵技能,LV36,地,石锁,3,物攻,50
NO024,石肤蜥,精灵技能,LV38,地,遁地,3,防御,0
NO024,石肤蜥,精灵技能,LV40,普通,冲撞,7,物攻,135
NO024,石肤蜥,精灵技能,LV41,地,岩土暴击,8,物攻,140
NO024,石肤蜥,精灵技能,LV48,普通,血气,2,防御,0
NO024,石肤蜥,精灵技能,LV49,地,地陷,5,物攻,80
NO024,石肤蜥,精灵技能,LV50,地,刺盾,2,防御,0
NO024,石肤蜥,血脉技能,,普通,星星撞击,2,魔攻,90
NO024,石肤蜥,血脉技能,,恶,等价交换,3,防御,0
NO024,石肤蜥,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO024,石肤蜥,血脉技能,,电,集中,2,防御,0
NO024,石肤蜥,血脉技能,,武,反击拳,2,物攻,25
NO024,石肤蜥,血脉技能,,火,火焰护盾,2,防御,0
NO024,石肤蜥,血脉技能,,幽,虚化,2,防御,0
NO024,石肤蜥,血脉技能,,草,蜡质膜,2,防御,0
NO024,石肤蜥,血脉技能,,冰,雪替身,2,防御,0
NO024,石肤蜥,血脉技能,,虫,掩护,2,防御,0
NO024,石肤蜥,血脉技能,,光,虹光冲击,3,魔攻,100
NO024,石肤蜥,血脉技能,,机械,离子震荡,3,魔攻,90
NO024,石肤蜥,血脉技能,,萌,魅惑,1,魔攻,60
NO024,石肤蜥,血脉技能,,幻,冥想,3,防御,0
NO024,石肤蜥,血脉技能,,地,跺地,2,物攻,80
NO024,石肤蜥,血脉技能,,毒,溃烂触碰,1,物攻,60
NO024,石肤蜥,血脉技能,,水,水泡盾,2,防御,0
NO024,石肤蜥,血脉技能,,翼,风墙,2,防御,0
NO024,石肤蜥,可学技能石,,地,不动如山,2,防御,0
NO024,石肤蜥,可学技能石,,普通,力量增效,1,状态,0
NO024,石肤蜥,可学技能石,,普通,后发制人,3,物攻,155
NO024,石肤蜥,可学技能石,,普通,嗜痛,2,防御,0
NO024,石肤蜥,可学技能石,,地,地刺,3,物攻,95
NO024,石肤蜥,可学技能石,,普通,复写,0,状态,0
NO024,石肤蜥,可学技能石,,萌,捧杀,4,防御,0
NO024,石肤蜥,可学技能石,,普通,无畏之心,5,防御,0
NO024,石肤蜥,可学技能石,,普通,棘刺,2,状态,0
NO024,石肤蜥,可学技能石,,毒,瘴气喷射,3,魔攻,100
NO024,石肤蜥,可学技能石,,萌,砂糖弹球,2,物攻,0
NO024,石肤蜥,可学技能石,,萌,碰爪,1,物攻,60
NO024,石肤蜥,可学技能石,,毒,腐化,1,状态,0
NO024,石肤蜥,可学技能石,,毒,腐蚀酸液,2,魔攻,35
NO024,石肤蜥,可学技能石,,普通,防反,2,防御,0
NO025,石刺蜥,精灵技能,LV1,普通,防御,1,防御,0
NO025,石刺蜥,精灵技能,LV1,地,泥巴喷射,1,魔攻,60
NO025,石刺蜥,精灵技能,LV7,地,石肤术,3,状态,0
NO025,石刺蜥,精灵技能,LV13,普通,音波弹,1,魔攻,60
NO025,石刺蜥,精灵技能,LV16,地,钧势,3,状态,0
NO025,石刺蜥,精灵技能,LV21,地,落石,1,物攻,55
NO025,石刺蜥,精灵技能,LV29,地,硬化,2,防御,0
NO025,石刺蜥,精灵技能,LV35,地,陨石,3,魔攻,100
NO025,石刺蜥,精灵技能,LV36,地,石锁,3,物攻,50
NO025,石刺蜥,精灵技能,LV38,地,遁地,3,防御,0
NO025,石刺蜥,精灵技能,LV40,普通,冲撞,7,物攻,135
NO025,石刺蜥,精灵技能,LV41,地,岩土暴击,8,物攻,140
NO025,石刺蜥,精灵技能,LV48,普通,血气,2,防御,0
NO025,石刺蜥,精灵技能,LV49,地,地陷,5,物攻,80
NO025,石刺蜥,精灵技能,LV50,地,刺盾,2,防御,0
NO025,石刺蜥,血脉技能,,普通,星星撞击,2,魔攻,90
NO025,石刺蜥,血脉技能,,恶,等价交换,3,防御,0
NO025,石刺蜥,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO025,石刺蜥,血脉技能,,电,集中,2,防御,0
NO025,石刺蜥,血脉技能,,武,反击拳,2,物攻,25
NO025,石刺蜥,血脉技能,,火,火焰护盾,2,防御,0
NO025,石刺蜥,血脉技能,,幽,虚化,2,防御,0
NO025,石刺蜥,血脉技能,,草,蜡质膜,2,防御,0
NO025,石刺蜥,血脉技能,,冰,雪替身,2,防御,0
NO025,石刺蜥,血脉技能,,虫,掩护,2,防御,0
NO025,石刺蜥,血脉技能,,光,虹光冲击,3,魔攻,100
NO025,石刺蜥,血脉技能,,机械,离子震荡,3,魔攻,90
NO025,石刺蜥,血脉技能,,萌,魅惑,1,魔攻,60
NO025,石刺蜥,血脉技能,,幻,冥想,3,防御,0
NO025,石刺蜥,血脉技能,,地,跺地,2,物攻,80
NO025,石刺蜥,血脉技能,,毒,溃烂触碰,1,物攻,60
NO025,石刺蜥,血脉技能,,水,水泡盾,2,防御,0
NO025,石刺蜥,血脉技能,,翼,风墙,2,防御,0
NO025,石刺蜥,可学技能石,,地,不动如山,2,防御,0
NO025,石刺蜥,可学技能石,,普通,力量增效,1,状态,0
NO025,石刺蜥,可学技能石,,普通,后发制人,3,物攻,155
NO025,石刺蜥,可学技能石,,普通,嗜痛,2,防御,0
NO025,石刺蜥,可学技能石,,地,地刺,3,物攻,95
NO025,石刺蜥,可学技能石,,普通,复写,0,状态,0
NO025,石刺蜥,可学技能石,,萌,捧杀,4,防御,0
NO025,石刺蜥,可学技能石,,普通,无畏之心,5,防御,0
NO025,石刺蜥,可学技能石,,普通,棘刺,2,状态,0
NO025,石刺蜥,可学技能石,,毒,瘴气喷射,3,魔攻,100
NO025,石刺蜥,可学技能石,,萌,砂糖弹球,2,物攻,0
NO025,石刺蜥,可学技能石,,萌,碰爪,1,物攻,60
NO025,石刺蜥,可学技能石,,毒,腐化,1,状态,0
NO025,石刺蜥,可学技能石,,毒,腐蚀酸液,2,魔攻,35
NO025,石刺蜥,可学技能石,,普通,防反,2,防御,0
NO026,石冠王蜥,精灵技能,LV1,普通,防御,1,防御,0
NO026,石冠王蜥,精灵技能,LV1,地,泥巴喷射,1,魔攻,60
NO026,石冠王蜥,精灵技能,LV7,地,石肤术,3,状态,0
NO026,石冠王蜥,精灵技能,LV13,普通,音波弹,1,魔攻,60
NO026,石冠王蜥,精灵技能,LV16,地,钧势,3,状态,0
NO026,石冠王蜥,精灵技能,LV21,地,落石,1,物攻,55
NO026,石冠王蜥,精灵技能,LV29,地,硬化,2,防御,0
NO026,石冠王蜥,精灵技能,LV35,地,陨石,3,魔攻,100
NO026,石冠王蜥,精灵技能,LV36,地,石锁,3,物攻,50
NO026,石冠王蜥,精灵技能,LV38,地,遁地,3,防御,0
NO026,石冠王蜥,精灵技能,LV40,普通,冲撞,7,物攻,135
NO026,石冠王蜥,精灵技能,LV41,地,岩土暴击,8,物攻,140
NO026,石冠王蜥,精灵技能,LV48,普通,血气,2,防御,0
NO026,石冠王蜥,精灵技能,LV49,地,地陷,5,物攻,80
NO026,石冠王蜥,精灵技能,LV50,地,刺盾,2,防御,0
NO026,石冠王蜥,血脉技能,,普通,星星撞击,2,魔攻,90
NO026,石冠王蜥,血脉技能,,恶,等价交换,3,防御,0
NO026,石冠王蜥,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO026,石冠王蜥,血脉技能,,电,集中,2,防御,0
NO026,石冠王蜥,血脉技能,,武,反击拳,2,物攻,25
NO026,石冠王蜥,血脉技能,,火,火焰护盾,2,防御,0
NO026,石冠王蜥,血脉技能,,幽,虚化,2,防御,0
NO026,石冠王蜥,血脉技能,,草,蜡质膜,2,防御,0
NO026,石冠王蜥,血脉技能,,冰,雪替身,2,防御,0
NO026,石冠王蜥,血脉技能,,虫,掩护,2,防御,0
NO026,石冠王蜥,血脉技能,,光,虹光冲击,3,魔攻,100
NO026,石冠王蜥,血脉技能,,机械,离子震荡,3,魔攻,90
NO026,石冠王蜥,血脉技能,,萌,魅惑,1,魔攻,60
NO026,石冠王蜥,血脉技能,,幻,冥想,3,防御,0
NO026,石冠王蜥,血脉技能,,地,跺地,2,物攻,80
NO026,石冠王蜥,血脉技能,,毒,溃烂触碰,1,物攻,60
NO026,石冠王蜥,血脉技能,,水,水泡盾,2,防御,0
NO026,石冠王蜥,血脉技能,,翼,风墙,2,防御,0
NO026,石冠王蜥,可学技能石,,地,不动如山,2,防御,0
NO026,石冠王蜥,可学技能石,,普通,力量增效,1,状态,0
NO026,石冠王蜥,可学技能石,,普通,后发制人,3,物攻,155
NO026,石冠王蜥,可学技能石,,普通,嗜痛,2,防御,0
NO026,石冠王蜥,可学技能石,,地,地刺,3,物攻,95
NO026,石冠王蜥,可学技能石,,普通,复写,0,状态,0
NO026,石冠王蜥,可学技能石,,萌,捧杀,4,防御,0
NO026,石冠王蜥,可学技能石,,普通,无畏之心,5,防御,0
NO026,石冠王蜥,可学技能石,,普通,棘刺,2,状态,0
NO026,石冠王蜥,可学技能石,,毒,瘴气喷射,3,魔攻,100
NO026,石冠王蜥,可学技能石,,萌,砂糖弹球,2,物攻,0
NO026,石冠王蜥,可学技能石,,萌,碰爪,1,物攻,60
NO026,石冠王蜥,可学技能石,,毒,腐化,1,状态,0
NO026,石冠王蜥,可学技能石,,毒,腐蚀酸液,2,魔攻,35
NO026,石冠王蜥,可学技能石,,普通,防反,2,防御,0
NO034,化蝶,精灵技能,LV1,虫,蛰针,0,物攻,40
NO034,化蝶,精灵技能,LV1,虫,虫茧,1,状态,0
NO034,化蝶,精灵技能,LV1,普通,防御,1,防御,0
NO034,化蝶,精灵技能,LV2,虫,噬心,1,物攻,60
NO034,化蝶,精灵技能,LV7,虫,捆缚,2,状态,0
NO034,化蝶,精灵技能,LV11,虫,虫刺,1,魔攻,15
NO034,化蝶,精灵技能,LV17,萌,生日蛋糕,4,状态,0
NO034,化蝶,精灵技能,LV21,虫,掩护,2,防御,0
NO034,化蝶,精灵技能,LV27,萌,魅惑,1,魔攻,60
NO034,化蝶,精灵技能,LV34,虫,食腐,2,状态,0
NO034,化蝶,精灵技能,LV35,萌,超级糖果,3,物攻,100
NO034,化蝶,精灵技能,LV37,萌,甜心续航,3,状态,0
NO034,化蝶,精灵技能,LV40,虫,虫蛊,3,魔攻,100
NO034,化蝶,精灵技能,LV49,萌,爆米花爆破,5,物攻,140
NO034,化蝶,精灵技能,LV50,普通,打鼾,6,魔攻,165
NO034,化蝶,血脉技能,,普通,休息回复,2,状态,0
NO034,化蝶,血脉技能,,恶,贪婪,2,状态,0
NO034,化蝶,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO034,化蝶,血脉技能,,电,麻痹,2,状态,0
NO034,化蝶,血脉技能,,武,化劲,2,状态,0
NO034,化蝶,血脉技能,,火,引燃,2,状态,0
NO034,化蝶,血脉技能,,幽,勾魂,1,状态,0
NO034,化蝶,血脉技能,,草,徒长,2,状态,0
NO034,化蝶,血脉技能,,冰,霜降,1,状态,0
NO034,化蝶,血脉技能,,虫,尾后针,2,物攻,80
NO034,化蝶,血脉技能,,光,虹光冲击,3,魔攻,100
NO034,化蝶,血脉技能,,机械,啮合传递,1,状态,0
NO034,化蝶,血脉技能,,萌,飞吻,2,魔攻,80
NO034,化蝶,血脉技能,,幻,超维投射,4,状态,0
NO034,化蝶,血脉技能,,地,泥浆铠甲,2,状态,0
NO034,化蝶,血脉技能,,毒,毒孢子,3,状态,0
NO034,化蝶,血脉技能,,水,蓄水,1,状态,0
NO034,化蝶,血脉技能,,翼,羽化加速,2,状态,0
NO034,化蝶,可学技能石,,萌,反弹,4,状态,0
NO034,化蝶,可学技能石,,普通,取念,0,状态,0
NO034,化蝶,可学技能石,,普通,咆哮,1,状态,0
NO034,化蝶,可学技能石,,普通,嗜痛,2,防御,0
NO034,化蝶,可学技能石,,普通,应激反应,2,状态,0
NO034,化蝶,可学技能石,,普通,快速移动,1,状态,0
NO034,化蝶,可学技能石,,普通,摇篮曲,5,状态,0
NO034,化蝶,可学技能石,,普通,操控,1,状态,0
NO034,化蝶,可学技能石,,普通,晒太阳,1,状态,0
NO034,化蝶,可学技能石,,普通,棘刺,2,状态,0
NO034,化蝶,可学技能石,,普通,激怒,3,状态,0
NO034,化蝶,可学技能石,,萌,破罐破摔,3,魔攻,80
NO034,化蝶,可学技能石,,普通,精神扰乱,0,状态,0
NO034,化蝶,可学技能石,,普通,退化,2,状态,0
NO034,化蝶,可学技能石,,翼,闪击,4,物攻,60
NO034,化蝶,可学技能石,,翼,鸣叫,0,魔攻,40
NO034,化蝶,精灵技能,LV1,虫,蛰针,0,物攻,40
NO034,化蝶,精灵技能,LV1,虫,虫茧,1,状态,0
NO034,化蝶,精灵技能,LV1,普通,防御,1,防御,0
NO034,化蝶,精灵技能,LV2,虫,噬心,1,物攻,60
NO034,化蝶,精灵技能,LV7,虫,捆缚,2,状态,0
NO034,化蝶,精灵技能,LV11,虫,虫刺,1,魔攻,15
NO034,化蝶,精灵技能,LV17,萌,生日蛋糕,4,状态,0
NO034,化蝶,精灵技能,LV21,虫,掩护,2,防御,0
NO034,化蝶,精灵技能,LV27,萌,魅惑,1,魔攻,60
NO034,化蝶,精灵技能,LV34,虫,食腐,2,状态,0
NO034,化蝶,精灵技能,LV35,萌,超级糖果,3,物攻,100
NO034,化蝶,精灵技能,LV37,萌,甜心续航,3,状态,0
NO034,化蝶,精灵技能,LV40,虫,虫蛊,3,魔攻,100
NO034,化蝶,精灵技能,LV49,萌,爆米花爆破,5,物攻,140
NO034,化蝶,精灵技能,LV50,普通,打鼾,6,魔攻,165
NO034,化蝶,血脉技能,,普通,休息回复,2,状态,0
NO034,化蝶,血脉技能,,恶,贪婪,2,状态,0
NO034,化蝶,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO034,化蝶,血脉技能,,电,麻痹,2,状态,0
NO034,化蝶,血脉技能,,武,化劲,2,状态,0
NO034,化蝶,血脉技能,,火,引燃,2,状态,0
NO034,化蝶,血脉技能,,幽,勾魂,1,状态,0
NO034,化蝶,血脉技能,,草,徒长,2,状态,0
NO034,化蝶,血脉技能,,冰,霜降,1,状态,0
NO034,化蝶,血脉技能,,虫,尾后针,2,物攻,80
NO034,化蝶,血脉技能,,光,虹光冲击,3,魔攻,100
NO034,化蝶,血脉技能,,机械,啮合传递,1,状态,0
NO034,化蝶,血脉技能,,萌,飞吻,2,魔攻,80
NO034,化蝶,血脉技能,,幻,超维投射,4,状态,0
NO034,化蝶,血脉技能,,地,泥浆铠甲,2,状态,0
NO034,化蝶,血脉技能,,毒,毒孢子,3,状态,0
NO034,化蝶,血脉技能,,水,蓄水,1,状态,0
NO034,化蝶,血脉技能,,翼,羽化加速,2,状态,0
NO034,化蝶,可学技能石,,萌,反弹,4,状态,0
NO034,化蝶,可学技能石,,普通,取念,0,状态,0
NO034,化蝶,可学技能石,,普通,咆哮,1,状态,0
NO034,化蝶,可学技能石,,普通,嗜痛,2,防御,0
NO034,化蝶,可学技能石,,普通,应激反应,2,状态,0
NO034,化蝶,可学技能石,,普通,快速移动,1,状态,0
NO034,化蝶,可学技能石,,普通,摇篮曲,5,状态,0
NO034,化蝶,可学技能石,,普通,操控,1,状态,0
NO034,化蝶,可学技能石,,普通,晒太阳,1,状态,0
NO034,化蝶,可学技能石,,普通,棘刺,2,状态,0
NO034,化蝶,可学技能石,,普通,激怒,3,状态,0
NO034,化蝶,可学技能石,,萌,破罐破摔,3,魔攻,80
NO034,化蝶,可学技能石,,普通,精神扰乱,0,状态,0
NO034,化蝶,可学技能石,,普通,退化,2,状态,0
NO034,化蝶,可学技能石,,翼,闪击,4,物攻,60
NO034,化蝶,可学技能石,,翼,鸣叫,0,魔攻,40
NO034,化蝶,精灵技能,LV1,虫,蛰针,0,物攻,40
NO034,化蝶,精灵技能,LV1,虫,虫茧,1,状态,0
NO034,化蝶,精灵技能,LV1,普通,防御,1,防御,0
NO034,化蝶,精灵技能,LV2,虫,噬心,1,物攻,60
NO034,化蝶,精灵技能,LV7,虫,捆缚,2,状态,0
NO034,化蝶,精灵技能,LV11,虫,虫刺,1,魔攻,15
NO034,化蝶,精灵技能,LV17,萌,生日蛋糕,4,状态,0
NO034,化蝶,精灵技能,LV21,虫,掩护,2,防御,0
NO034,化蝶,精灵技能,LV27,萌,魅惑,1,魔攻,60
NO034,化蝶,精灵技能,LV34,虫,食腐,2,状态,0
NO034,化蝶,精灵技能,LV35,萌,超级糖果,3,物攻,100
NO034,化蝶,精灵技能,LV37,萌,甜心续航,3,状态,0
NO034,化蝶,精灵技能,LV40,虫,虫蛊,3,魔攻,100
NO034,化蝶,精灵技能,LV49,萌,爆米花爆破,5,物攻,140
NO034,化蝶,精灵技能,LV50,普通,打鼾,6,魔攻,165
NO034,化蝶,血脉技能,,普通,休息回复,2,状态,0
NO034,化蝶,血脉技能,,恶,贪婪,2,状态,0
NO034,化蝶,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO034,化蝶,血脉技能,,电,麻痹,2,状态,0
NO034,化蝶,血脉技能,,武,化劲,2,状态,0
NO034,化蝶,血脉技能,,火,引燃,2,状态,0
NO034,化蝶,血脉技能,,幽,勾魂,1,状态,0
NO034,化蝶,血脉技能,,草,徒长,2,状态,0
NO034,化蝶,血脉技能,,冰,霜降,1,状态,0
NO034,化蝶,血脉技能,,虫,尾后针,2,物攻,80
NO034,化蝶,血脉技能,,光,虹光冲击,3,魔攻,100
NO034,化蝶,血脉技能,,机械,啮合传递,1,状态,0
NO034,化蝶,血脉技能,,萌,飞吻,2,魔攻,80
NO034,化蝶,血脉技能,,幻,超维投射,4,状态,0
NO034,化蝶,血脉技能,,地,泥浆铠甲,2,状态,0
NO034,化蝶,血脉技能,,毒,毒孢子,3,状态,0
NO034,化蝶,血脉技能,,水,蓄水,1,状态,0
NO034,化蝶,血脉技能,,翼,羽化加速,2,状态,0
NO034,化蝶,可学技能石,,萌,反弹,4,状态,0
NO034,化蝶,可学技能石,,普通,取念,0,状态,0
NO034,化蝶,可学技能石,,普通,咆哮,1,状态,0
NO034,化蝶,可学技能石,,普通,嗜痛,2,防御,0
NO034,化蝶,可学技能石,,普通,应激反应,2,状态,0
NO034,化蝶,可学技能石,,普通,快速移动,1,状态,0
NO034,化蝶,可学技能石,,普通,摇篮曲,5,状态,0
NO034,化蝶,可学技能石,,普通,操控,1,状态,0
NO034,化蝶,可学技能石,,普通,晒太阳,1,状态,0
NO034,化蝶,可学技能石,,普通,棘刺,2,状态,0
NO034,化蝶,可学技能石,,普通,激怒,3,状态,0
NO034,化蝶,可学技能石,,萌,破罐破摔,3,魔攻,80
NO034,化蝶,可学技能石,,普通,精神扰乱,0,状态,0
NO034,化蝶,可学技能石,,普通,退化,2,状态,0
NO034,化蝶,可学技能石,,翼,闪击,4,物攻,60
NO034,化蝶,可学技能石,,翼,鸣叫,0,魔攻,40
NO040,晶石蜗,精灵技能,LV1,普通,魔法增效,0,状态,0
NO040,晶石蜗,精灵技能,LV1,光,脉冲光线,0,魔攻,40
NO040,晶石蜗,精灵技能,LV6,地,淤泥表皮,2,防御,0
NO040,晶石蜗,精灵技能,LV12,地,泥浆,0,魔攻,40
NO040,晶石蜗,精灵技能,LV17,光,漫反射,1,状态,0
NO040,晶石蜗,精灵技能,LV25,光,透射,1,物攻,60
NO040,晶石蜗,精灵技能,LV26,地,蓄势待发,4,状态,0
NO040,晶石蜗,精灵技能,LV33,地,壁垒,2,防御,0
NO040,晶石蜗,精灵技能,LV34,地,扬沙,1,物攻,60
NO040,晶石蜗,精灵技能,LV38,地,跺地,2,物攻,80
NO040,晶石蜗,精灵技能,LV40,光,镜像反射,1,防御,0
NO040,晶石蜗,精灵技能,LV44,普通,音波弹,1,魔攻,60
NO040,晶石蜗,精灵技能,LV48,光,闪光冲击,3,物攻,100
NO040,晶石蜗,精灵技能,LV49,地,地刺,3,物攻,95
NO040,晶石蜗,血脉技能,,普通,防反,2,防御,0
